a	ၼိူင်ႈဢၼ်
training	ၽိုၵ်ႉၽွၼ်ႉ
trait	တၢင်းယၢမ်ႈ
traits	တၢင်းယၢမ်ႈၸႅင်ႈ
transfer	လႅၵ်ႈၸူး
transition	လွင်ႈၶၢႆႉလၢႆႊ
translate	ပိၼ်ႇလိၵ်ႈ
transparent	ႁၼ်ထိုင်လွၼ်ႉလႆႈ
transport	တေႃႇသူင်ႇ
transportation	ၶူင်ႉၵၢၼ်တေႃႉသူင်ႇ
trap	ႁႅဝ်ႉ
trash	ဢမ်ႇၶဝ်ႈတၢင်းတိုဝ်း
trauma	ပဵၼ်ႁၢႆႉမႃး ဝၢႆးလိုၼ်း
travel	ဢွၵ်ႇတၢင်း
tray	လႅင်ႇပၢၼ်း
treasure	ၵႅဝ်ႈသႅင်ငိုၼ်းၶမ်း
treat	လဵင်ႉ
treat	ၵပ်းသိုပ်ႇ
treatment	ႁဵတ်းသၢင်ႈ
tree	တူၼ်ႈမႆႉ
tremendous	တိုၼ်ႇဢၢမ်း
trend	ၸူးတၢင်း
trial	ၸၢမ်းတူၺ်း
trick	ယွၵ်ႇလႅၼ်
tried	ၸၢမ်းတူၺ်း
trigger	တႄႇငိူၼ်ႈမၼ်း
trigger	ၼဵင်
trim	ယူဝ်းယူဝ်းၽဵၼ်ႈၽဵၼ်ႈ
trip	ၶၢဝ်းတၢင်းလႄႇ
trouble	တုၵ်ႉ
trousers	ၵူၼ်
truck	လူတ်ႉတၢင်ႇၵုၼ်ႇ
true	မႅၼ်ႈ
trunk	တူၼ်ႈလမ်း
trust	လွင်ႈမၢၼ်ႇမႅၼ်ႈ
trust	ယုမ်ႇ
truth	ယုမ်ႇ
try	ၸၢမ်းတူၺ်း
Tsonga	ၶိူဝ်းသွင်းၵႃႇ
tube	လွတ်ႇ
Tuesday	ဝၼ်းဢၢင်းၵၢင်း
tuition	ၽိုၵ်းသွၼ်ၶိုၼ်း
turkey	ၵႆႇၸၢင်ႉ
turmeric	မိၼ်ႉ
turn	ငွၵ်း
turtle	တဝ်ႇပၢင်ႇလၢႆႇ
tutor	မေႃသွၼ်ၸၼ်ႉၸွမ်
twelve	သိပ်းသွင်
twenty	ၼိူင်ႈသၢဝ်း
twenty-one	သၢဝ်းဢဵတ်း
Twi	ၶိူဝ်းထြီႇ
twice	သွင်ပုၼ်ႈ
twist	ဢေသွင်
two	သွင်
type	ၸႃႉမဵဝ်း
typical	ဢွၵ်ႇႁၢင်ႊဝႆႉ
ugly	ႁၢင်ႊၸႃႉ
ultimate	ၵမ်းလိုၼ်း
umbrella	ၸွင်ႈ
unable	ဢမ်ႇပဵၼ်လႆႈ
uncle	လုင်း
unconscious	လိုမ်းတူဝ်
under	တၢင်းတႂ်ႈ
underneath	တၢင်းတႂ်ႈ
underrated	သၢင်းၽႅပ်ႉႁႅင်းၼႃႇ
understand	ပွင်ႇၸႂ်
understood	ပွင်ႇၸႂ်လီ
unfortunately	ၵႅၼ်
uniform	သိူဝ်ႈတုၺ်ႇ
unique	ၶိုၵ်ႉၶၢႆး
unique	ဢမ်ႇမီးတီႈတႅၵ်ႈၼိူင်း
unit	ယူႇၼိတ်ႉ
university	ၸၼ်ႉၸွမ်
unknown	ဢမ်ႇႁူႉ
unless	ပေႃးဢမ်ႇပဵၼ်ၵေႃႈ
until	တေႃႇထိုင်
unusual	ဢမ်ႇသူႈပဵၼ်
up	တီႈၼိူဝ်
up to you	ၵမ်ႉၸႂ်သူ
update	လွင်ႈႁဵတ်းႁုၼ်ႈမႂ်ႇ
update	မႄးႁုၼ်ႈမႂ်ႇ
upgrade	ႁုၼ်ႈမႂ်ႇ
upgrade	မႄးသႂ်ႇ
upon	တၢင်းၼိူဝ်
upset	ၸႂ်လဵၵ်ႉ
urban	ၼႂ်းဝဵင်း
urge	တိုၵ်းသူၼ်းတေႉတေႉဝႃႈဝႃႈ
urgent	မၢင်ႉၵိၼ်း
us	ႁဝ်းၸိူဝ်းၼႆႉ
use	ၸႂ်ႉတိုဝ်း
use	တၢင်းၸႂ်ႉ
used	ၸႂ်ႉတိုဝ်း
useful	ၶဝ်ႈတၢင်းတိုဝ်း
useless	ဢမ်ႇၶဝ်ႈတၢင်းတိုဝ်း
usual	ၵႆႉပဵၼ်
usually	ၵႆႉၵႆႉ
utility	ၶဝ်ႈတၢင်းတိုဝ်း
vacation	လႄႇၶၢဝ်းတၢင်းပွတ်း
vaccination	ယႃႈႁေႈၵင်ႈ တၢင်းပဵၼ်
vaccine	ယႃႈႁေႉတၢင်းပဵၼ်
vacuum	ၵၢင်ႁၢဝ်
vague	ဢမ်ႇလပ်းလွင်း
valid	လွင်ႈတၢင်းၵိုမ်းၶိူင်ႇ
valley	ဝၢဝ်ႇလွၺ်
valuable	ၵႃႊယႂ်ႇ
value	ၵႃႊၼႃႇ
value	ၵႃႊၶၼ်
variety	ပႅၵ်ႈပိူင်
various	ၵူႊမဵဝ်းမဵဝ်း
vary	ပိူင်ႈပႅၵ်ႈ
vase	ၼမ်ႉတဝ်ႈ
vast	လၢတ်ႈၵႂၢင်ႈ
vegetable	ၽၵ်းယိူဝ်ႈလၢင်းၶဵဝ်
vegetables	ၽၵ်းယိူဝ်ႈလၢင်းၶဵဝ်
vehicle	လႅင်
vendor	ၵူၼ်းၶၢႆ
venom	မဵဝ်းၵွင်ႉႁၢႆႉ
venture	ၸုၼ်ႉႁဵတ်းပၢႆးမၢၵ်ႈမီး
venue	တီႈႁူပ်းထူပ်းၵၼ်
verify	ၸႅတ်ႈတူၺ်း
versatile	လွင်ႈတၢင်းၵူႊလွင်ႈ
version	လၢႆးႁွင်ႉ
vertical	ၶဝ်ႈသုၼ်ႇတင်ႈလီ
very	ႁႅင်းႁႅင်း
very good	ၶႅမ်ႉတေႉ
vessel	ႁိူဝ်း
via	လုၵ်ႉၼႆႈသေ
vibe	ၶုၺ်ႉႁူႉလွင်ႈၵပ်းသိုပ်ႇ
vibes	ၶုၺ်ႉႁူႉလွင်ႈၵပ်းသိုပ်ႇ
vicious	မိူၵ်ႈမႂ်ႈ
victim	ၵူၼ်းပၢႆႊၽေး
video	ငဝ်းႁၢင်ႊ
view	တူၺ်း
village	မူႇဝၢၼ်ႈ
villain	ၽူႈႁၢႆႉ
vinegar	လဝ်ႈ
vintage	လဝ်ႈ
violence	လၢႆးႁူၵ်းႁၢႆႉ
violent	ဢၼ်ပေႉၵိၼ်
viral	ယွၼ်ႉမႅင်းဝၢႆးရၢတ်ႉ
virgin	သၢဝ်သူၺ်ႇပီႇ
virtual	ထိုင်တီႈ
virtue	ၽူႈသူင်သိၼ်
vision	တႃႈယိူင်း
visit	တီႈလႄႇ
visit	ထွင်ႊ
visual	ႁၼ်လႆႈၸႅင်ႈ
vital	ဢမ်ႇမီးဢမ်ႇပဵၼ်
vivid	ဝီးဝိတ်ႇ
vocabulary	ထွၺ်ႈၵႂၢမ်း
voice	သဵင်
void	ပဝ်ႇပူင်
volume	တၢင်ႉႁႅင်းသဵင်
volunteer	ၽူႈၸွၺ်ႈၽႂ်ႇ
vomit	ႁၢၵ်ႈ
vomit	ထုၵ်ႈဢွၵ်ႇမႃး
vulnerable	ၸုတ်ႈဢူၼ်ႈ
wage	ၵႃႊၸၢင်ႈ
wages	ၵေႃႊႁႅင်း
waist	ဢႅဝ်
wait	ပႂ်ႉ
waiter	ၵူၼ်းတမ်းၽိူၼ်
waiting	ပႂ်ႉ
wake	ပူၵ်း
wake up	ၼွၼ်းတိုၼ်ႇ
walk	ပႆတၢင်း
walking	ပႆတၢင်း
wall	ၽႃ
wallet	ဢႅပ်ႇငိုၼ်း
wander	လႄႇၵႂႃႇတိၵ်းတိၵ်း
wanna	ၶႂ်ႈပဵၼ်
want	ၶႂ်ႈလႆႈ
wanted	ၶႂ်ႈလႆႈ
war	ပၢင်တိုၵ်း
wardrobe	တူႈသႂ်ႇၶူဝ်း
warehouse	ႁူင်းဝႆႉၵုၼ်ႇ
warm	ဢုၼ်ႇ
warm	ပၼ်ၾၢင်ႉ
warn	ပၼ်ၾၢင်ႉ
warning	ပၼ်ၾၢင်ႉ
warrior	သိုၵ်းႁၢၼ်
was	ပဵၼ်
wash	လၢင်ႉ
waste	ပိၼ်ႉပႅတ်ႈ
watch	တူၺ်း
water	ၼမ်ႉ
watermelon	တႅင်ၽၢင်
wave	ပိူမ်းၼမ်ႉ
way	သဵၼ်ႈတၢင်း
we	ၸိူဝ်းႁဝ်း
we are	ၸိူဝ်းတူႊပဵၼ်
we can	ႁဝ်းႁဵတ်းလႆႈ
weak	ဢၼ်ဢူၼ်ႈဢွၼ်ႇ
weakness	တၢင်းၸုတ်ႈဢူၼ်ႈ
wealth	မၢၵ်ႈမီး
wealthy	ၾႃႉၾူၼ်
wear	ၼုင်ႈ
wearing	ၼုင်ႈဝႆႉ
weather	ၾိင်ႈၾႃႉ
wedding	ႁဵတ်းပၢင်ၶႅၵ်ႇ
Wednesday	ဝၼ်းပုတ်ႉ
weed	တူၼ်ႈပၢင်း
week	ၵမ်ႊ
weekend	ဝၼ်းတိတ်ႉသဝ်
weight	တၢင်းၼၵ်း
weight	ယွင်ႈၼၵ်း
weird	ဢၼ်လၢၵ်ႇလၢႆး
welcome	ငိၼ်းၸူမ်းႁပ်ႉတွၼ်ႈ
welfare	ၵမ်ႉၸွၺ်ႈႁႂ်ႈယူႇသႃႇလူမ်
Well	လီယဝ်ႉ
well done	လီတေႉယဝ်ႉ
went	ၵႂႃႇ
were	ပဵၼ်
west	ၽၢႆႇဝၼ်းတူၵ်း
wet	ယမ်း
whale	ပႃမုင်းလူင်
what	ဢီႈသင်
what about you	သူလူး
what are you doing	သူတိုၵ်ႉႁဵတ်းသင်ယူႇ
what are you doing now	မိူဝ်ႈလဵဝ်သူတိုၵ်ႉႁဵတ်းသင်ယူႇ
what are you doing right now	သူႁဵတ်းသင်ဝႆႉ
what do you do	မႂ်းၶႂ်ႈလႆႈသင်
what do you do for a living	သူႁဵတ်းၵၢၼ်သင်
what do you mean	သူၶႂ်ႈဝႃႈသင်
what do you want	သူၶႂ်ႈလႆႈသင်
what happened	ပဵၼ်သင်မႃး
what is	ပဵၼ်ဢီႈသင်
what is this	ၼႆႉပဵၼ်သင်
what is your job	သူႁဵတ်းၵၢၼ်သင်
what is your name	ၸိုဝ်ႈသူႁွင်ႉဝႃႈႃႁိုဝ်ၶႃႈ
what's up	ပဵၼ်ႁိုဝ်ပဵၼ်ႁႃ
what's your name	ၸိုဝ်ႈသူႁွင်ႉသင်
whatever	ပဵၼ်သင်ၵေႃႈလီ
wheat	ၶဝ်ႈမႅၼ်ႇ
wheel	မၢၵ်ႇလေႃႉ
when	မိူဝ်ႈလႂ်
whenever	ပိူၼ်ႁိုဝ်ၵေႃႈလၢႆး
where	တီႈလႂ်
where are you	သူမီးတီႈလႂ်
where are you from	သူလုၵ်ႉတီႈလႂ်မႃးၶႃႈ
where are you now	တေႃႈလဵဝ် သူမီးလႂ်
where do you live	သူယူႇတီႈလႂ်
where is	တီႈလႂ်
whereas	ယွၼ်ႉၼၼ်
whether	သေတႃႉၵေႃႈ
which	ဢၼ်လႂ်
while	ၽွင်းမိူဝ်ႈ
whisper	သွပ်ႉသႅပ်ႉ
whistle	သွပ်ႉသႅပ်ႉ
white	သီၶၢဝ်
who	ပဵၼ်ၽႂ်
who are you	သူပဵၼ်ၽႂ်
who is	ၽႂ်ၼၼ်ႉ
who is this	ပဵၼ်ၽႂ်ၼၼ်ႉ
whole	တင်းမူတ်း
whom	ၽႂ်
whose	ၶွင်ၽႂ်
why	ၵွပ်ႈသင်
why not	ႁဵတ်းသင်ဢမ်ႇလႆႈ
wicked	တိူဝ်ႉမၢတ်ႇ
wide	ၵႂၢင်ႈ
widow	ႁူးလႅင်း
width	တၢင်းၵႂၢင်ႈ
wife	မေး
wild	လိူင်း
will	တေ
willing	ၸႂ်ၶႂ်ႈသၢင်ႈ
win	ပေႉ
wind	လူမ်းပဝ်ႇ
window	ႁူးလႅင်း
windy	လူမ်းပဝ်ႇ
wine	လဝ်ႈမၢၵ်ႇ
winter	ၶၢဝ်းၵတ်း
wipe	ၸတ်းပႅတ်ႈ
wire	သၢႆၾႆး
wisdom	တၢင်းႁူႉ
wise	ႁူႉၼမ်
wish	ၶေႃႈယွၼ်းသူး
wish	ယွၼ်းသူး
wish you all the best	ယွၼ်းသူးပၼ်ယူႇ
witch	ၽိူဝ်ႉ
with	တင်း
withdraw	ထုၵ်ႈငိုၼ်း
withdrawal	ႁုပ်ႈသိမ်း
within	ၶဝ်ႈပႃး
without	ဢမ်ႇမီး
witness	ၼေလၵ်းထၢၼ်
witness	လၵ်းထၢၼ်
witty	ၺၢၼ်ႉႁုၼ်ႉၼူဝ်
wolf	မႃလႆး
woman	ၽူႈယိင်း
women	ၽူႈယိင်း
won	ဢွင်ႇပေႉ
won't	တေဢမ်ႇ
wonder	ၶႂ်ႈႁူႉ
wonderful	လီဢၢမ်း
wood	မႆႉ
wool	ၶူၼ်တူဝ်း
word	ၶေႃႈၵႂၢမ်း
words	ၶေႃႈၵႂၢမ်းတူဝ်လိၵ်ႈ
work	ႁဵတ်းၵၢၼ်
work	ၼႃႈၵၢၼ်
work out	လဵၼ်ႈႁႅင်းတူဝ်
working	ႁဵတ်းၵၢၼ်
world	ၶူင်းၵၢင်
worm	တိူၵ်ႇလိူၼ်ႊ
worn	ၼုင်ႈ
worried	မႆႈၸႂ်
worry	မႆႈၸႂ်
worse	ၽိတ်း
worship	တိူင်ႇၵၢဝ်ႇ
worst	တၢင်းၽိတ်း
worth	မီးၵႃႈၶၼ်
worth it	ၵိုင်ႇတၢၼ်ႇ
worthy	မီးၵႃႊၶၼ်
would	တေ
wound	ႁွၺ်းၸဵပ်း
Wow	ဢူဝ်ႉႁူဝ်
wrap	တႅၼ်
wrath	ၸႂ်လမ်သႆႈၵမ်ႇ
wrist	ၶေႃးမိုဝ်း
write	တႅမ်ႈ
Write here	တႅမ်ႈတီႈၼႆႈ
writing	တႅမ်ႈ
written	တႅမ်ႈယဝ်ႉ
wrong	ၽိတၼ်း
wrote	တႅမ်ႈ
yard	ဝႃး
yawn	ႁၢဝ်ၵၢင်း
yawn	ၽုၺ်ႇဝႆႉ
Yeah	ဢိုမ်း
year	ပီႊ
years	ပီႊ
yeast	ဢွၵ်ႇပူၵ်ႇ
yell	သႅၼ်ႇ
yellow	သီလိူင်
Yes	ၸႂ်ႈ
yes baby	ၸႂ်ႈဢိူဝ်ႈ ဢေ
yes dear	ၸႂ်ႈဢိူဝ်ႈ ႁၵ်ႉ
yes honey	ၸႂ်ႈယဝ်ႉ ႁၵ်ႉဢိူၺ်း
yes my love	ၸႂ်ႈယဝ်ႉ ႁၵ်ႉဢိူၺ်း
yes of course	တိုၼ်းပဵၼ်ၼၼ်
yesterday	မိူဝ်ႈဝႃး
yet	ဢမ်ႇပႆႇယဝ်ႉ
yield	မွၵ်ႇမႃး
you	မႂ်း
you are	သူပဵၼ်
you are beautiful	သူႁၢင်ႊလီတေႉ
you are so beautiful	သူႁၢင်ႊလီတေႉယဝ်ႉ
you are welcome	ယိၼ်းလီၶႃႈ
you can	သူႁဵတ်းလႆႈဢိူဝ်ႈ
You know	သူႁူႉယူႇ
you too	သူၵေႃႈၶဝ်
you're welcome	ယိၼ်းလီၶႃႈ
young	ၼုမ်ႇ
your	ၶွင်သူ
your welcome	ယိၼ်းလီၶႃႈ
yourself	ႁင်းၵွၺ်းသူ
youth	ၵူၼ်းၼုမ်ႇ
you’re welcome	ယိၼ်းလီၼႃ
yummy	ဝၢၼ်တေႉတေႉ
zero	သုၼ်
